station,time,schools,tech,traffic,comb_score
CYPRESS AV,16,0,0,1829.375,0.00414478472703
GATES AV,4,0,0,1826.0,0.00413713804526
FRESH POND RD,16,0,0,1819.875,0.00412326073391
LIVONIA AV,12,0,0,1815.75,0.00411391478953
NECK RD,12,0,0,1813.0,0.00410768415995
25 ST,8,0,0,1806.5,0.00409295721729
LONGWOOD AV,8,0,0,1802.25,0.00408332806247
CENTRAL AV,12,0,0,1790.875,0.00405755591282
75 AV,8,0,0,1789.0,0.00405330775628
RALPH AV,4,0,0,1772.0,0.00401479113702
WAKEFIELD/241,20,0,0,1768.5,0.00400686124482
NORWOOD AV,16,0,0,1758.60625,0.00398444513883
BAY RIDGE-95 ST,16,0,0,1755.0,0.00397627451776
174 ST,20,0,0,1745.75,0.00395531694552
FREEMAN ST,4,0,0,1742.125,0.00394710384288
NORWOOD AV,4,0,0,1741.803125,0.00394637457601
SUTTER AV-RUTLD,20,0,0,1740.0,0.00394228926547
KOSCIUSZKO ST,4,0,0,1735.875,0.0039329433211
ST LAWRENCE AV,16,0,0,1732.0,0.00392416379759
KOSCIUSZKO ST,20,0,0,1729.875,0.00391934922018
191 ST,4,0,0,1722.0,0.00390150696273
LIVONIA AV,8,0,0,1712.625,0.00388026618005
AVENUE N,8,0,0,1712.625,0.00388026618005
25 ST,16,0,0,1710.0,0.0038743187609
METS-WILLETS PT,8,0,0,1704.0625,0.0038608662652
ST LAWRENCE AV,4,0,0,1701.0,0.00385392760952
MORISN AV/SNDVW,20,0,0,1699.0,0.00384939624255
SUTPHIN BLVD,16,0,0,1698.375,0.00384798019037
225 ST,4,0,0,1696.875,0.00384458166515
HALSEY ST,0,0,0,1683.0,0.00381314530678
4 AV-9 ST,8,0,0,1680.0,0.00380634825632
LIBERTY AV,12,0,0,1671.25,0.00378652352582
65 ST,16,0,0,1671.0,0.00378595710495
BAY 50 ST,12,0,0,1662.125,0.00376584916401
V.CORTLANDT PK,20,0,0,1654.5,0.00374857332743
EAST 105 ST,8,0,0,1653.75,0.00374687406482
BEACH 60 ST,12,0,0,1648.5,0.00373497922651
FAR ROCKAWAY,4,0,0,1642.5,0.0037213851256
69 ST,4,0,0,1640.375,0.00371657054819
15 ST-PROSPECT,20,0,0,1633.0,0.00369986113248
V.CORTLANDT PK,4,0,0,1631.9375,0.00369745384378
85 ST-FOREST PK,4,0,0,1629.5,0.00369193124028
FRESH POND RD,4,0,0,1629.25,0.00369136481941
JACKSON AV,4,0,0,1624.5,0.00368060282285
MYRTLE AV,0,0,0,1621.75,0.00367437219327
CLEVELAND ST,16,0,0,1621.625,0.00367408898283
INTERVALE AV,8,0,0,1613.25,0.00365511388364
LIVONIA AV,16,0,0,1610.625,0.00364916646449
JEFFERSON ST,4,0,0,1608.0,0.00364321904534
AVENUE M,16,0,0,1601.5,0.00362849210268
AQUEDUCT RACETR,12,0,0,1600.5,0.00362622641919
80 ST,4,0,0,1600.5,0.00362622641919
ALABAMA AV,12,0,0,1597.125,0.00361857973743
AVENUE N,12,0,0,1594.875,0.00361348194958
163 ST-AMSTERDM,4,0,0,1590.25,0.00360300316346
167 ST,0,0,0,1583.0,0.00358657695819
ALLERTON AV,20,0,0,1578.25,0.00357581496163
52 ST,20,0,0,1568.25,0.00355315812677
JACKSON AV,20,0,0,1561.625,0.00353814797368
BRONX PARK EAST,12,0,0,1561.0,0.0035367319215
GRANT AV,20,0,0,1560.5,0.00353559907975
36 ST,0,0,0,1560.25,0.00353503265888
CENTRAL AV,8,0,0,1559.875,0.00353418302758
HOWARD BCH JFK,4,0,0,1555.27903436,0.00352377002414
AVENUE X,8,0,0,1546.5,0.00350387951095
SUTTER AV,4,0,0,1544.375,0.00349906493354
JAMAICA VAN WK,4,0,0,1543.0,0.00349594961875
AVENUE P,12,0,0,1532.5,0.00347215994215
104 ST,4,0,0,1530.0,0.00346649573343
WILSON AV,12,0,0,1519.5,0.00344270605683
ALABAMA AV,16,0,0,1514.125,0.0034305280081
BURKE AV,16,0,0,1513.625,0.00342939516635
69 ST,20,0,0,1512.075,0.00342588335695
75 ST-ELDERTS,4,0,0,1508.5,0.00341778353849
BEACH 60 ST,8,0,0,1507.0,0.00341438501326
NEW LOTS AV,4,0,0,1506.5,0.00341325217152
INTERVALE AV,16,0,0,1497.625,0.00339314423058
ELDER AV,20,0,0,1496.375,0.00339031212622
BRIARWOOD,16,0,0,1495.0,0.00338719681143
BROADWAY,0,0,0,1490.625,0.00337728444618
NEW LOTS AV,20,0,0,1486.5,0.0033679385018
219 ST,16,0,0,1478.875,0.00335066266522
AVENUE X,12,0,0,1474.5,0.00334075029997
85 ST-FOREST PK,16,0,0,1474.5,0.00334075029997
PELHAM BAY PARK,4,0,0,1467.5,0.00332489051557
BEACH 67 ST,8,0,0,1465.5,0.00332035914859
BUHRE AV,12,0,0,1465.0,0.00331922630685
CASTLE HILL AV,20,0,0,1465.0,0.00331922630685
BUHRE AV,8,0,0,1461.875,0.00331214604596
JUNCTION BLVD,0,0,0,1461.0,0.00331016357291
BURKE AV,4,0,0,1452.875,0.00329175489458
LONGWOOD AV,16,0,0,1451.5,0.00328863957979
233 ST,20,0,0,1450.375,0.00328609068587
61 ST WOODSIDE,0,0,0,1442.25,0.00326768200755
VAN SICLEN AVE,16,0,0,1436.25,0.00325408790663
80 ST,16,0,0,1435.75,0.00325295506489
57 ST-7 AV,4,0,0,1434.5,0.00325012296053
121 ST,12,0,0,1430.0,0.00323992738484
FAR ROCKAWAY,20,0,0,1423.0,0.00322406760044
SUTTER AV,20,0,0,1418.375,0.00321358881432
BRONX PARK EAST,8,0,0,1415.5,0.0032070749743
DITMAS AV,8,0,0,1408.75,0.00319178161077
NORTHERN BLVD,20,0,0,1399.625,0.00317110724896
SHEPHERD AV,16,0,0,1395.375,0.00316147809414
EAST 105 ST,16,0,0,1395.0,0.00316062846284
67 AV,4,0,0,1394.0,0.00315836277935
CLEVELAND ST,4,0,0,1393.25,0.00315666351674
BEVERLY RD,4,0,0,1391.0,0.00315156572889
121 ST,8,0,0,1388.5,0.00314590152018
170 ST,0,0,0,1382.5,0.00313230741926
SUTPHIN BLVD,4,0,0,1376.75,0.00311927973922
181 ST,0,0,0,1374.4,0.00311395538303
WILSON AV,8,0,0,1372.0,0.00310851774266
LIBERTY AV,8,0,0,1363.125,0.00308840980172
88 ST,8,0,0,1362.0,0.0030858609078
219 ST,4,0,0,1353.5,0.00306660259817
BEACH 90 ST,12,0,0,1348.5,0.00305527418074
SENECA AVE,12,0,0,1348.0,0.003054141339
NECK RD,16,0,0,1343.5,0.00304394576331
WESTCHESTER SQ,4,0,0,1334.0,0.0030224217702
4 AV-9 ST,20,0,0,1332.5,0.00301902324497
W 8 ST-AQUARIUM,20,0,0,1325.5,0.00300316346057
BROADWAY JCT,0,0,0,1320.0,0.00299070220139
121 ST,16,0,0,1318.5,0.00298730367617
SMITH-9 ST,4,0,0,1316.75,0.00298333873007
FREEMAN ST,20,0,0,1316.25,0.00298220588832
CYPRESS AV,4,0,0,1312.375,0.00297342636481
CENTRAL AV,16,0,0,1310.5,0.00296917820828
82 ST-JACKSON H,0,0,0,1304.5,0.00295558410736
75 ST-ELDERTS,16,0,0,1303.5,0.00295331842388
65 ST,4,0,0,1299.25,0.00294368926906
75 AV,16,0,0,1293.5,0.00293066158902
MONTROSE AV,0,0,0,1284.0,0.0029091375959
JUNIUS ST,12,0,0,1280.5,0.0029012077037
WESTCHESTER SQ,20,0,0,1273.5,0.0028853479193
45 ST,4,0,0,1272.5,0.00288308223581
SENECA AVE,8,0,0,1272.0,0.00288194939407
SHEPHERD AV,4,0,0,1271.0,0.00287968371059
PARKCHESTER,0,0,0,1268.625,0.00287430271231
FOREST AVE,16,0,0,1262.875,0.00286127503226
BEACH 98 ST,16,0,0,1260.5,0.00285589403398
MONTROSE AV,4,0,0,1255.5,0.00284456561655
CRESCENT ST,20,0,0,1254.125,0.00284145030176
PARSONS BLVD,20,0,0,1253.5,0.00284003424958
MORGAN AV,4,0,0,1246.5,0.00282417446518
BUSHWICK AV,16,0,0,1245.0,0.00282077593995
ZEREGA AV,12,0,0,1241.5,0.00281284604775
53 ST,20,0,0,1234.0,0.00279585342161
DITMAS AV,12,0,0,1230.58476232,0.00278811557398
ALABAMA AV,8,0,0,1220.72096863,0.00276576733952
20 AV,20,0,0,1220.125,0.00276441706324
67 AV,20,0,0,1217.5,0.00275846964409
104 ST,16,0,0,1217.0,0.00275733680235
E 149 ST,20,0,0,1212.5,0.00274714122666
BAY 50 ST,4,0,0,1211.875,0.00274572517448
ZEREGA AV,8,0,0,1209.125,0.00273949454489
225 ST,20,0,0,1202.375,0.00272420118137
AVENUE I,12,0,0,1195.75,0.00270919102827
ASTORIA BLVD,0,0,0,1193.5,0.00270409324043
EAST BROADWAY,0,0,0,1192.0,0.0027006947152
NORWOOD AV,20,0,0,1191.55625,0.00269968931815
KINGSTON-THROOP,4,0,0,1191.0,0.00269842903171
VAN SICLEN AVE,4,0,0,1190.5,0.00269729618997
BRONX PARK EAST,16,0,0,1190.125,0.00269644655866
88 ST,12,0,0,1186.375,0.00268795024559
SMITH-9 ST,20,0,0,1176.0,0.00266444377942
LONGWOOD AV,4,0,0,1172.75,0.0026570803081
CHAUNCEY ST,4,0,0,1167.0,0.00264405262805
PROSPECT AV,0,0,0,1163.25,0.00263555631498
WHITLOCK AV,12,0,0,1156.5,0.00262026295145
CANARSIE-ROCKAW,0,0,0,1152.0,0.00261006737576
AVENUE N,16,0,0,1150.75,0.00260723527141
AVENUE P,16,0,0,1150.5,0.00260666885053
BEACH 25 ST,12,0,0,1145.5,0.0025953404331
163 ST-AMSTERDM,20,0,0,1143.75,0.002591375487
GRAHAM AV,0,0,0,1141.0,0.00258514485742
LIBERTY AV,16,0,0,1140.625,0.00258429522611
BEVERLY RD,20,0,0,1134.0,0.00256928507302
BEACH 60 ST,16,0,0,1133.5,0.00256815223127
55 ST,12,0,0,1130.0,0.00256022233907
CHAUNCEY ST,20,0,0,1121.125,0.00254011439814
NASSAU ST,0,0,0,1112.0,0.00251944003633
30 AV,0,0,0,1109.5,0.00251377582761
FOREST AVE,4,0,0,1109.375,0.00251349261718
LIVONIA AV,4,0,0,1103.375,0.00249989851626
BAY 50 ST,16,0,0,1101.0,0.00249451751798
GRAHAM AV,4,0,0,1101.0,0.00249451751798
NECK RD,4,0,0,1100.5,0.00249338467624
EAST 105 ST,4,0,0,1097.75,0.00248715404665
110 ST,0,0,0,1093.5,0.00247752489184
GUN HILL RD,0,0,0,1086.5,0.00246166510744
FLUSHING AV,0,0,0,1082.25,0.00245203595262
GREENPOINT AV,4,0,0,1071.5,0.00242767985515
DITMAS AV,16,0,0,1070.70635558,0.00242588170808
JUNIUS ST,8,0,0,1061.5,0.00240502302029
NEW UTRECHT AV,20,0,0,1051.125,0.00238151655412
9TH STREET,8,0,0,1045.48877399,0.00236874664992
111 ST,0,0,0,1040.75,0.00235801008796
W 8 ST-AQUARIUM,8,0,0,1040.5,0.00235744366708
WHITLOCK AV,8,0,0,1040.5,0.00235744366708
ASTORIA DITMARS,0,0,0,1038.5,0.00235291230011
25 AV,20,0,0,1034.875,0.00234469919748
CYPRESS AV,20,0,0,1027.0,0.00232685694002
ROCKAWAY PARK B,16,0,0,1021.125,0.00231354604954
GREENPOINT AV,0,0,0,1016.0,0.00230193442168
BRIARWOOD,4,0,0,1015.5,0.00230080157994
ST LAWRENCE AV,20,0,0,1004.0,0.00227474621985
BUHRE AV,16,0,0,998.25,0.0022617185398
BEACH 60 ST,4,0,0,997.5,0.00226001927719
BEACH 25 ST,8,0,0,996.5,0.0022577535937
88 ST,4,0,0,983.5,0.00222829970839
AVENUE X,16,0,0,982.0,0.00222490118316
WILSON AV,16,0,0,981.0,0.00222263549967
AVENUE I,16,0,0,976.625,0.00221272313442
SHEEPSHEAD BAY,0,0,0,974.5,0.00220790855701
AVENUE I,8,0,0,972.875,0.00220422682135
PELHAM PKWY,0,0,0,969.5,0.00219658013958
AVENUE N,4,0,0,969.25,0.00219601371871
INTERVALE AV,4,0,0,969.0,0.00219544729784
CENTRAL PK N110,0,0,0,963.5,0.00218298603867
ALABAMA AV,20,0,0,962.875,0.00218156998649
BAY PKWY,0,0,0,961.25,0.00217788825083
BRONX PARK EAST,4,0,0,961.125,0.00217760504039
9 AV,20,0,0,959.625,0.00217420651516
JAMAICA VAN WK,20,0,0,959.5,0.00217392330473
NASSAU ST,4,0,0,959.0,0.00217279046298
ROCKAWAY AV,0,0,0,951.054258241,0.0021547879271
45 ST,20,0,0,944.0,0.00213880521069
JUNIUS ST,16,0,0,941.5,0.00213314100198
LIVONIA AV,20,0,0,938.375,0.00212606074109
HUNTS POINT AV,0,0,0,937.75,0.00212464468891
AQUEDUCT RACETR,0,0,0,934.5,0.00211728121758
55 ST,8,0,0,931.0,0.00210935132538
FRESH POND RD,20,0,0,919.375,0.00208301275485
71 ST,20,0,0,915.5,0.00207423323135
SENECA AVE,16,0,0,909.375,0.00206035591999
NEPTUNE AV,12,0,0,905.5,0.00205157639649
ALABAMA AV,4,0,0,902.125,0.00204392971472
SIMPSON ST,0,0,0,900.0,0.00203911513731
BEACH 98 ST,12,0,0,893.875,0.00202523782596
5 AV/59 ST,4,0,0,890.25,0.00201702472333
AVENUE P,4,0,0,887.5,0.00201079409374
HOWARD BCH JFK,0,0,0,886.875,0.00200937804156
219 ST,20,0,0,886.25,0.00200796198938
BEACH 67 ST,4,0,0,880.0,0.0019938014676
BURKE AV,20,0,0,876.375,0.00198558836496
BUHRE AV,4,0,0,876.125,0.00198502194409
90 ST-ELMHURST,0,0,0,866.0,0.00196208189879
121 ST,4,0,0,864.5,0.00195868337356
VAN SICLEN AVE,20,0,0,860.0,0.00194848779788
BAY RIDGE-95 ST,4,0,0,854.0,0.00193489369696
SHEPHERD AV,20,0,0,844.625,0.00191365291428
ZEREGA AV,16,0,0,844.375,0.00191308649341
CLEVELAND ST,20,0,0,844.25,0.00191280328298
INTERVALE AV,20,0,0,844.125,0.00191252007254
NEPTUNE AV,8,0,0,843.0,0.00190997117862
4AV-9 ST,0,0,0,839.0,0.00190090844467
OCEAN PKWY,20,0,0,835.5,0.00189297855247
CYPRESS HILLS,8,0,0,833.5,0.0018884471855
ATLANTIC AV,12,0,0,827.0,0.00187372024284
157 ST,0,0,0,826.875,0.00187343703241
KNICKERBOCKER,20,0,0,825.25,0.00186975529674
KINGS HWY,0,0,0,824.65,0.00186839588665
ROCKAWAY PARK B,12,0,0,821.375,0.00186097577324
WHITLOCK AV,16,0,0,820.0,0.00185786045844
9TH STREET,4,0,0,817.676103385,0.00185259524426
LONGWOOD AV,20,0,0,815.5,0.00184766488276
88 ST,16,0,0,815.0,0.00184653204101
SUTPHIN BLVD,20,0,0,808.25,0.00183123867748
74 ST-BROADWAY,4,0,0,808.25,0.00183123867748
LIBERTY AV,4,0,0,807.75,0.00183010583574
25 ST,20,0,0,805.5,0.0018250080479
55 ST,16,0,0,803.5,0.00182047668092
BEACH 67 ST,20,0,0,796.0,0.00180348405478
AVENUE X,4,0,0,793.5,0.00179781984607
4AV-9 ST,4,0,0,793.5,0.00179781984607
WILSON AV,20,0,0,791.5,0.00179328847909
BEACH 90 ST,20,0,0,787.75,0.00178479216602
EAST 105 ST,20,0,0,787.625,0.00178450895559
AQUEDUCT RACETR,4,0,0,784.5,0.00177742869469
85 ST-FOREST PK,20,0,0,781.25,0.00177006522336
ROCKAWAY BLVD,0,0,0,780.0,0.00176723311901
190 ST,20,0,0,778.5,0.00176383459378
UNION ST,0,0,0,767.5,0.00173891207543
CYPRESS HILLS,12,0,0,765.5,0.00173438070846
BUSHWICK AV,20,0,0,765.0,0.00173324786672
190 ST,4,0,0,760.0,0.00172191944929
ZEREGA AV,4,0,0,758.375,0.00171823771362
BAY RIDGE-95 ST,20,0,0,757.0,0.00171512239883
65 ST,20,0,0,748.875,0.00169671372051
WAKEFIELD/241,0,0,0,746.875,0.00169218235354
ATLANTIC AV,16,0,0,743.0,0.00168340283003
GATES AV,0,0,0,742.875,0.00168311961959
MIDDLETOWN RD,12,0,0,742.0,0.00168113714654
AVENUE M,4,0,0,741.5,0.0016800043048
DITMAS AV,4,0,0,736.625,0.0016689590978
WOODLAWN,0,0,0,733.0,0.00166074599517
ATLANTIC AV,8,0,0,729.5,0.00165281610297
BRIARWOOD,20,0,0,722.0,0.00163582347682
RALPH AV,0,0,0,721.125,0.00163384100377
JAMAICA 179 ST,0,0,0,713.5,0.00161656516719
KNICKERBOCKER,4,0,0,713.25,0.00161599874632
MIDDLETOWN RD,8,0,0,712.0,0.00161316664196
75 ST-ELDERTS,20,0,0,710.0,0.00160863527499
BEACH 25 ST,4,0,0,703.5,0.00159390833233
121 ST,20,0,0,701.0,0.00158824412362
NEPTUNE AV,16,0,0,699.625,0.00158512880883
104 ST,20,0,0,691.5,0.0015667201305
KOSCIUSZKO ST,0,0,0,690.0,0.00156332160527
CENTRAL AV,20,0,0,685.875,0.0015539756609
OCEAN PKWY,4,0,0,682.0,0.00154519613739
80 ST,20,0,0,675.625,0.00153075240516
BEACH 60 ST,20,0,0,674.5,0.00152820351124
LIBERTY AV,20,0,0,665.75,0.00150837878074
KINGSTON-THROOP,0,0,0,664.0,0.00150441383464
WHITLOCK AV,4,0,0,662.5,0.00150101530941
75 AV,20,0,0,655.0,0.00148402268327
AVENUE M,20,0,0,653.5,0.00148062415804
E 143/ST MARY'S,12,0,0,652.125,0.00147750884325
BEACH 25 ST,16,0,0,649.5,0.0014715614241
BRONX PARK EAST,20,0,0,649.5,0.0014715614241
CENTRAL AV,4,0,0,643.25,0.00145740090231
PELHAM BAY PARK,0,0,0,637.0,0.00144324038052
ELDER AV,0,0,0,633.125,0.00143446085701
SENECA AVE,4,0,0,619.875,0.00140444055083
15 ST-PROSPECT,4,0,0,616.125,0.00139594423775
174 ST,0,0,0,615.25,0.0013939617647
NECK RD,20,0,0,612.0,0.00138659829337
EUCLID AV,0,0,0,610.5,0.00138319976815
AVENUE U,0,0,0,610.0,0.0013820669264
ALLERTON AV,0,0,0,607.125,0.00137555308638
GRAND-NEWTOWN,0,0,0,600.5,0.00136054293329
BEACH 36 ST,12,0,0,600.0,0.00135941009154
JUNIUS ST,20,0,0,598.0,0.00135487872457
BUSHWICK AV,4,0,0,595.5,0.00134921451586
VAN SICLEN AV,0,0,0,594.875,0.00134779846368
NORWOOD AV,0,0,0,593.13125,0.0013438476781
CYPRESS HILLS,16,0,0,586.0,0.00132769052274
FOREST AVE,20,0,0,584.5,0.00132429199751
FT HAMILTON PKY,0,0,0,579.375,0.00131268036965
69 ST,0,0,0,573.725,0.00129987925795
NEW LOTS AV,0,0,0,566.0,0.00128237685302
SUTTER AV,0,0,0,565.125,0.00128039437997
CYPRESS HILLS,4,0,0,558.0,0.00126425138514
74 ST-BROADWAY,0,0,0,549.0,0.00124386023376
FREEMAN ST,0,0,0,548.25,0.00124216097115
AQUEDUCT N.COND,16,0,0,547.5,0.00124046170853
MIDDLETOWN RD,16,0,0,541.375,0.00122658439718
52 ST,0,0,0,539.875,0.00122318587195
JACKSON AV,0,0,0,539.125,0.00122148660934
DITMAS AV,20,0,0,534.5,0.00121100782322
JUNIUS ST,4,0,0,531.5,0.00120421077276
BUHRE AV,20,0,0,526.5,0.00119288235533
4 AV-9 ST,0,0,0,520.5,0.00117928825441
233 ST,0,0,0,519.75,0.0011775889918
BEACH 25 ST,20,0,0,519.5,0.00117702257093
AVENUE X,20,0,0,518.0,0.0011736240457
AVENUE N,20,0,0,517.625,0.00117277441439
BEACH 36 ST,8,0,0,515.0,0.00116682699524
CRESCENT ST,0,0,0,512.625,0.00116144599696
WHITLOCK AV,20,0,0,512.0,0.00116002994478
25 ST,4,0,0,506.0,0.00114643584387
WILSON AV,4,0,0,500.5,0.0011339745847
63 DR-REGO PARK,0,0,0,494.5,0.00112038048378
BRIGHTON BEACH,0,0,0,492.0,0.00111471627507
E 149 ST,0,0,0,487.625,0.00110480390981
NORTHERN BLVD,0,0,0,485.25,0.00109942291154
BAY 50 ST,20,0,0,476.75,0.00108016460191
AVENUE I,20,0,0,476.125,0.00107874854973
BEACH 98 ST,20,0,0,473.25,0.0010722347097
ATLANTIC AV,20,0,0,470.0,0.00106487123838
CHAUNCEY ST,0,0,0,469.0625,0.00106274716011
SENECA AVE,20,0,0,464.625,0.00105269318964
E 143/ST MARY'S,16,0,0,462.875,0.00104872824354
BEACH 105 ST,16,0,0,460.625,0.0010436304557
BEACH 44 ST,12,0,0,457.5,0.0010365501948
AVENUE P,20,0,0,457.0,0.00103541735306
FAR ROCKAWAY,0,0,0,451.5,0.00102295609389
AVENUE I,4,0,0,448.75,0.0010167254643
225 ST,0,0,0,446.0,0.00101049483471
MIDDLETOWN RD,4,0,0,444.25,0.00100652988861
AQUEDUCT N.COND,20,0,0,444.125,0.00100624667818
ZEREGA AV,20,0,0,443.625,0.00100511383643
CYPRESS AV,0,0,0,441.625,0.00100058246946
175 ST,0,0,0,441.5,0.00100029925903
BEACH 36 ST,16,0,0,441.5,0.00100029925903
BEACH 90 ST,8,0,0,440.375,0.000997750365105
METS-WILLETS PT,4,0,0,439.5,0.000995767892055
163 ST-AMSTERDM,0,0,0,436.5,0.000988970841598
NEPTUNE AV,4,0,0,435.375,0.000986421947676
AQUEDUCT N.COND,12,0,0,428.5,0.00097084537371
88 ST,20,0,0,428.375,0.000970562163275
MORISN AV/SNDVW,0,0,0,417.0,0.000944790013622
BEACH 44 ST,8,0,0,416.5,0.000943657171879
18 AV,0,0,0,408.0,0.000924398862249
CASTLE HILL AV,0,0,0,407.5,0.000923266020506
GRANT AV,0,0,0,406.5,0.00092100033702
SUTTER AV-RUTLD,0,0,0,405.0,0.000917601811792
V.CORTLANDT PK,0,0,0,402.75,0.000912504023948
ROCKAWAY PARK B,20,0,0,397.125,0.00089975955434
219 ST,0,0,0,392.5,0.000889280768218
25 AV,0,0,0,392.0,0.000888147926475
E 143/ST MARY'S,8,0,0,389.375,0.000882200507324
ALABAMA AV,0,0,0,386.375,0.000875403456867
BEACH 105 ST,12,0,0,385.75,0.000873987404688
WESTCHESTER SQ,0,0,0,385.0,0.000872288142073
4 AV-9 ST,4,0,0,384.0,0.000870022458588
LIVONIA AV,0,0,0,381.693181818,0.000864795938728
EASTCHSTER/DYRE,12,0,0,379.75,0.000860393303772
191 ST,0,0,0,379.0,0.000858694041158
BAY RIDGE AV,0,0,0,374.5,0.000848498465471
55 ST,4,0,0,370.5,0.000839435731528
UNION ST,4,0,0,370.0,0.000838302889785
MIDDLETOWN RD,20,0,0,367.5,0.00083263868107
75 AV,4,0,0,366.5,0.000830372997584
CYPRESS HILLS,20,0,0,358.0,0.000811114687954
SHEPHERD AV,0,0,0,357.375,0.000809698635775
ROCKAWAY PARK B,8,0,0,350.939002487,0.000795116702495
BURKE AV,0,0,0,346.0,0.000783926486123
ELMHURST AV,0,0,0,341.5,0.000773730910437
JAMAICA VAN WK,0,0,0,341.375,0.000773447700001
BAYCHESTER AV,12,0,0,334.25,0.000757304705164
BEACH 36 ST,4,0,0,332.0,0.00075220691732
VAN SICLEN AVE,0,0,0,331.875,0.000751923706885
53 ST,0,0,0,327.5,0.000742011341634
55 ST,20,0,0,326.0,0.000738612816405
9 AV,0,0,0,324.625,0.000735497501612
INTERVALE AV,0,0,0,323.0,0.000731815765947
LONGWOOD AV,0,0,0,322.625,0.00073096613464
169 ST,0,0,0,321.0,0.000727284398976
AQUEDUCT N.COND,8,0,0,319.875,0.000724735505054
EAST 105 ST,0,0,0,319.25,0.000723319452875
CENTRAL AV,0,0,0,315.125,0.000713973508496
W 8 ST-AQUARIUM,4,0,0,311.5,0.000705760405859
CLEVELAND ST,0,0,0,310.375,0.000703211511938
ATLANTIC AV,4,0,0,306.5,0.00069443198843
15 ST-PROSPECT,0,0,0,305.8125,0.000692874331033
ST LAWRENCE AV,0,0,0,298.0,0.0006751736788
EASTCHSTER/DYRE,16,0,0,297.25,0.000673474416185
AQUEDUCT N.COND,4,0,0,297.125,0.00067319120575
BEACH 44 ST,16,0,0,296.5,0.000671775153571
SMITH-9 ST,0,0,0,296.5,0.000671775153571
BEACH 36 ST,20,0,0,295.0,0.000668376628342
FRESH POND RD,0,0,0,294.25,0.000666677365728
NEPTUNE AV,20,0,0,293.25,0.000664411682242
SUTPHIN BLVD,0,0,0,285.25,0.000646286214354
80 ST,0,0,0,284.25,0.000644020530869
BAYCHESTER AV,16,0,0,283.625,0.00064260447869
BAYCHESTER AV,8,0,0,279.25,0.000632692113439
BEACH 90 ST,4,0,0,273.25,0.000619098012524
NEW UTRECHT AV,0,0,0,268.5,0.000608336015966
AQUEDUCT RACETR,8,0,0,265.5,0.000601538965508
PARSONS BLVD,0,0,0,264.0,0.000598140440279
LIBERTY AV,0,0,0,262.125,0.000593892283743
KNICKERBOCKER,0,0,0,259.5,0.000587944864592
190 ST,0,0,0,255.0,0.000577749288906
121 ST,0,0,0,254.5,0.000576616447163
EASTCHSTER/DYRE,8,0,0,253.75,0.000574917184548
BRONX PARK EAST,0,0,0,249.875,0.000566137661041
BEVERLY RD,0,0,0,249.0,0.00056415518799
AQUEDUCT N.COND,0,0,0,247.625,0.000561039873197
BEACH 98 ST,8,0,0,245.5,0.00055622529579
BEACH 60 ST,0,0,0,243.5,0.000551693928818
BEACH 44 ST,4,0,0,232.0,0.00052563856873
WILSON AV,0,0,0,217.5,0.000492786158184
25 ST,0,0,0,209.5,0.000474660690297
E 143/ST MARY'S,20,0,0,209.25,0.000474094269426
65 ST,0,0,0,208.75,0.000472961427683
BUHRE AV,0,0,0,207.25,0.000469562902454
67 AV,0,0,0,206.0,0.000466730798096
BEACH 67 ST,0,0,0,199.5,0.000452003855438
45 ST,0,0,0,199.5,0.000452003855438
85 ST-FOREST PK,0,0,0,195.0,0.000441808279751
FOREST AVE,0,0,0,190.875,0.000432462335372
ROCKAWAY PARK B,4,0,0,190.625,0.000431895914501
E 143/ST MARY'S,4,0,0,186.75,0.000423116390993
75 ST-ELDERTS,0,0,0,186.0,0.000421417128378
W 8 ST-AQUARIUM,0,0,0,186.0,0.000421417128378
88 ST,0,0,0,182.25,0.000412920815306
BAY RIDGE-95 ST,0,0,0,179.0,0.000405557343977
104 ST,0,0,0,178.0,0.000403291660491
OCEAN PKWY,0,0,0,175.5,0.000397627451776
EASTCHSTER/DYRE,20,0,0,172.875,0.000391680032626
JUNIUS ST,0,0,0,172.5,0.000390830401319
BAYCHESTER AV,4,0,0,171.625,0.000388847928268
SENECA AVE,0,0,0,170.625,0.000386582244783
MORRIS PARK,12,0,0,169.125,0.000383183719554
BEACH 44 ST,20,0,0,168.0,0.000380634825632
BUSHWICK AV,0,0,0,167.0,0.000378369142146
20 AV,0,0,0,163.5,0.000370439249945
WHITLOCK AV,0,0,0,160.5,0.000363642199488
MIDDLETOWN RD,0,0,0,157.5,0.00035684514903
EASTCHSTER/DYRE,4,0,0,157.375,0.000356561938594
BAYCHESTER AV,20,0,0,156.5,0.000354579465544
ZEREGA AV,0,0,0,156.25,0.000354013044673
71 ST,0,0,0,156.0,0.000353446623801
BROAD CHANNEL,12,0,0,155.875,0.000353163413365
MORRIS PARK,8,0,0,155.5,0.000352313782058
AVENUE N,0,0,0,152.875,0.000346366362908
BAY 50 ST,0,0,0,149.625,0.000339002891579
BRIARWOOD,0,0,0,143.0,0.000323992738484
NECK RD,0,0,0,141.5,0.000320594213256
BEACH 25 ST,0,0,0,137.0,0.000310398637569
ATLANTIC AV,0,0,0,137.0,0.000310398637569
BEACH 105 ST,20,0,0,136.25,0.000308699374955
BEACH 98 ST,4,0,0,130.25,0.000295105274039
BEACH 90 ST,0,0,0,130.25,0.000295105274039
